Claim,Source,Truth,Sentence_len,Type,Word_avg_len,NN_ratio,NNS_ratio,NNP_ratio,NNPS_ratio,PRP_ratio,PRP$_ratio,WP_ratio,WP$_ratio,Noun_ratio,VB_ratio,VBD_ratio,VBG_ratio,VBN_ratio,VBP_ratio,VBZ_ratio,Verb_ratio,JJ_ratio,JJR_ratio,JJS_ratio,Adj_ratio,RB_ratio,RBR_ratio,RBS_ratio,WRB_ratio,Adv_ratio,CC_ratio,CD_ratio,DT_ratio,EX_ratio,FW_ratio,IN_ratio,LS_ratio,MD_ratio,PDT_ratio,POS_ratio,RP_ratio,SYM_ratio,TO_ratio,UH_ratio,WDT_ratio,Function_ratio,Content_ratio
Antibiotic invented in Croatia cures coronavirus.,COVID Fake News Dataset,FALSE,6,6,7.333333333,16.66666667,16.66666667,16.66666667,0,0,0,0,0,50.00000001,0,0,0,16.66666667,0,0,16.66666667,16.66666667,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,16.66666667,83.33333335
A picture shows hydroxychloroquine is being sold on public trains in Rio de Janeiro,COVID Fake News Dataset,FALSE,14,14,5,14.28571429,7.142857143,14.28571429,0,0,0,0,0,35.71428572,0,0,7.142857143,7.142857143,0,14.28571429,28.57142858,7.142857143,0,0,7.142857143,0,0,0,0,0,0,0,7.142857143,0,0,21.42857143,0,0,0,0,0,0,0,0,0,28.57142857,71.42857144
Iranians mark Eid al-Fitr amid social distancing,ReCOVery,FALSE,7,7,6,28.57142857,14.28571429,14.28571429,0,0,0,0,0,57.14285715,0,0,0,0,14.28571429,0,14.28571429,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,85.71428573
This picture shows a list of advices given by WHO to prevent and cure COVID-19,COVID Fake News Dataset,FALSE,15,15,4.266666667,13.33333333,6.666666667,13.33333333,0,0,0,0,0,33.33333333,13.33333333,0,0,6.666666667,0,6.666666667,26.66666666,0,0,0,0,0,0,0,0,0,6.666666667,0,13.33333333,0,0,13.33333333,0,0,0,0,0,0,6.666666667,0,0,39.99999999,59.99999999
A herd of deer reclaimed the Ooty-Coimbatore road.,COVID Fake News Dataset,FALSE,8,8,5.375,37.5,0,12.5,0,0,0,0,0,50,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12.5,0,0,0,0,0,0,0,0,0,37.5,62.5
The WHO confirms COVID-19 is airborne and remains in the air for 8 hours.,COVID Fake News Dataset,FALSE,14,14,4.285714286,7.142857143,7.142857143,7.142857143,0,0,0,7.142857143,0,28.57142857,0,0,0,0,0,21.42857143,21.42857143,7.142857143,0,0,7.142857143,0,0,0,0,0,7.142857143,7.142857143,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,42.85714287,57.14285715
"A message of key takeaways from an interview of HDFC bank MD & CEO Aditya Puri, where he has said how India will survive the coronavirus pandemic.",COVID Fake News Dataset,FALSE,27,26,4.518518519,18.51851852,3.703703704,22.22222222,0,3.703703704,0,0,0,48.14814815,3.703703704,3.703703704,0,0,0,3.703703704,11.11111111,3.703703704,0,0,3.703703704,0,0,0,7.407407407,7.407407407,3.703703704,0,11.11111111,0,0,11.11111111,0,3.703703704,0,0,0,0,0,0,0,29.62962963,70.37037037
"The new vaccination system against COVID-19, studied in Pittsburgh in the US, inserts microchips in the body.",COVID Fake News Dataset,FALSE,17,14,5.588235294,17.64705882,5.882352941,17.64705882,0,0,0,0,0,41.17647058,0,0,0,5.882352941,0,5.882352941,11.76470588,5.882352941,0,0,5.882352941,0,0,0,0,0,0,0,17.64705882,0,0,23.52941176,0,0,0,0,0,0,0,0,0,41.17647058,58.8235294
"Image of Kaziranga national park in Assam, India during lockdown.",COVID Fake News Dataset,FALSE,10,10,5.8,20,0,30,0,0,0,0,0,50,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,70
A video shows a truck dropping bodies covered with plastic into a ditch and claiming that this is the situation in Italy right now.,COVID Fake News Dataset,FALSE,24,23,4.5,25,4.166666667,4.166666667,0,0,0,0,0,33.33333333,0,0,4.166666667,4.166666667,0,8.333333333,16.66666667,0,0,0,0,8.333333333,0,0,0,8.333333333,4.166666667,0,20.83333333,0,0,16.66666667,0,0,0,0,0,0,0,0,0,41.66666667,58.33333333
Sophie Trudeau is sharing her COVID-19 experience.,COVID Fake News Dataset,FALSE,7,7,6.285714286,14.28571429,0,28.57142857,0,0,14.28571429,0,0,57.14285715,0,0,14.28571429,0,0,14.28571429,28.57142858,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Drinking water and gargling with salt or vinegar eliminates the novel coronavirus.,COVID Fake News Dataset,FALSE,12,12,5.916666667,33.33333333,0,0,0,0,0,0,0,33.33333333,0,0,16.66666667,0,0,8.333333333,25,8.333333333,0,0,8.333333333,0,0,0,0,0,16.66666667,0,8.333333333,0,0,8.333333333,0,0,0,0,0,0,0,0,0,33.33333334,66.66666667
Inhaling clove is a treatment for any virus that affects lungs.,COVID Fake News Dataset,FALSE,11,11,4.818181818,27.27272727,9.090909091,0,0,0,0,0,0,36.36363636,0,0,9.090909091,0,0,18.18181818,27.27272727,0,0,0,0,0,0,0,0,0,0,0,18.18181818,0,0,9.090909091,0,0,0,0,0,0,0,0,9.090909091,36.36363636,63.63636363
20 to 30 percent of Ukrainians think like Nazis,COVID-19 MISINFO,FALSE,9,9,4.333333333,11.11111111,0,11.11111111,11.11111111,0,0,0,0,33.33333333,0,0,0,0,11.11111111,0,11.11111111,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,22.22222222,0,0,0,0,0,0,11.11111111,0,0,55.55555555,44.44444444
Oklahoma police planning to set up roadblocks to enforce a mandatory COVID-19 vaccination law and slap micro-chipped bracelets on people.,COVID Fake News Dataset,FALSE,20,19,5.9,10,20,10,0,0,0,0,0,40,10,0,5,0,0,0,15,15,0,0,15,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,5,0,10,0,0,30,70
"COVID-19 patinet in Kanpur, India left outside the hopsital without any treatment.",COVID Fake News Dataset,FALSE,12,12,6.083333333,25,0,16.66666667,0,0,0,0,0,41.66666667,0,8.333333333,0,0,0,0,8.333333333,8.333333333,0,0,8.333333333,0,0,0,0,0,0,0,16.66666667,0,0,16.66666667,0,0,0,0,8.333333333,0,0,0,0,41.66666667,58.33333334
North Carolina & Virginia State line is closed. Nothing in or out.,COVID-19 MISINFO,FALSE,12,12,4.583333333,16.66666667,0,33.33333333,0,0,0,0,0,50,0,0,0,8.333333333,0,8.333333333,16.66666667,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,33.33333334,66.66666667
Police catches coronavirus positive patient on the road.,COVID Fake News Dataset,FALSE,8,8,6.125,25,12.5,12.5,0,0,0,0,0,50,0,0,0,0,12.5,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,25,75
"A celebration in Belgium of the Tunisian doctor, Mohamed Mourad, after recovering from the novel coronavirus, which he contracted while working at a hospital in Brussels.",COVID Fake News Dataset,FALSE,26,24,5.653846154,15.38461538,0,19.23076923,0,3.846153846,0,0,0,38.46153846,0,3.846153846,7.692307692,0,0,0,11.53846154,3.846153846,0,0,3.846153846,0,0,0,0,0,0,0,15.38461538,0,0,26.92307692,0,0,0,0,0,0,0,0,3.846153846,46.15384615,53.84615384
A WhatsApp forward claimed that a vaccine for coronavirus has been discovered and that the treatment for coronavirus is mentioned in an Intermediate Zoology book.,COVID Fake News Dataset,FALSE,25,22,5.52,24,0,12,0,0,0,0,0,36,0,4,0,12,0,8,24,0,0,0,0,0,0,0,0,0,4,0,16,0,0,20,0,0,0,0,0,0,0,0,0,40,60
Taking a hot bath is an effective remedy against COVID-19.,COVID Fake News Dataset,FALSE,10,10,4.9,20,0,10,0,0,0,0,0,30,0,0,10,0,0,10,20,20,0,0,20,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,30,70
Economist Stefan Homburg says the reproduction number of the coronavirus published by the German Robert Koch Institute shows that the lockdown in Germany was neither necessary nor effective. The number was below 1 before the lockdown.,COVID Fake News Dataset,FALSE,36,30,5.527777778,16.66666667,0,19.44444444,0,0,0,0,0,36.11111111,0,5.555555556,0,2.777777778,0,5.555555556,13.88888889,8.333333333,0,0,8.333333333,0,0,0,0,0,2.777777778,2.777777778,19.44444444,0,0,16.66666667,0,0,0,0,0,0,0,0,0,41.66666667,58.33333333
New Study Claims Hydroxychloroquine Associated With Large Number of Deaths Among COVID-19 Patients,ReCOVery,FALSE,13,13,6.615384615,0,7.692307692,69.23076923,0,0,0,0,0,76.92307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.07692308,0,0,0,0,0,0,0,0,0,23.07692308,76.92307692
A photo of a person carrying an alledged corpse with a single hand. The caption states this was a forged funeral.,COVID Fake News Dataset,FALSE,21,19,4.428571429,28.57142857,0,0,0,0,0,0,0,28.57142857,0,4.761904762,4.761904762,0,0,4.761904762,14.28571429,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,33.33333333,0,0,9.523809524,0,0,0,0,0,0,0,0,0,42.85714285,57.14285715
"A video showing a large gathering in Germany, allegedly during the COVID-19 pandemic.",COVID Fake News Dataset,FALSE,13,13,5.769230769,23.07692308,0,15.38461538,0,0,0,0,0,38.46153846,0,0,7.692307692,0,0,0,7.692307692,7.692307692,0,0,7.692307692,7.692307692,0,0,0,7.692307692,0,0,23.07692308,0,0,15.38461538,0,0,0,0,0,0,0,0,0,38.46153846,61.53846154
Muslims in West Bengal are beating up cops during the lockdown.,COVID Fake News Dataset,FALSE,11,11,4.818181818,9.090909091,18.18181818,18.18181818,0,0,0,0,0,45.45454545,0,0,9.090909091,0,9.090909091,0,18.18181818,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,18.18181818,0,0,0,0,9.090909091,0,0,0,0,36.36363636,63.63636363
Face masks are a good protection against the coronavirus.,COVID Fake News Dataset,FALSE,9,9,5.444444444,33.33333333,11.11111111,0,0,0,0,0,0,44.44444444,0,0,0,0,11.11111111,0,11.11111111,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,22.22222222,0,0,11.11111111,0,0,0,0,0,0,0,0,0,33.33333333,66.66666666
Black cats in Vietnam are being killed and consumed as a COVID-19 cure.,COVID-19 MISINFO,FALSE,13,13,4.538461538,7.692307692,7.692307692,15.38461538,0,0,0,0,0,30.76923076,0,0,7.692307692,15.38461538,7.692307692,0,30.76923076,7.692307692,0,0,7.692307692,0,0,0,0,0,7.692307692,0,7.692307692,0,0,15.38461538,0,0,0,0,0,0,0,0,0,30.76923076,69.23076922
Mohan Bhagwat Never Said He Lost Faith in Religion Amid COVID-19,COVID Fake News Dataset,FALSE,11,11,4.909090909,0,0,63.63636364,0,9.090909091,0,0,0,72.72727273,0,18.18181818,0,0,0,0,18.18181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,9.090909091,90.90909091
Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.,COVID-19 MISINFO,FALSE,24,22,4.791666667,16.66666667,8.333333333,4.166666667,0,0,0,0,0,29.16666667,4.166666667,0,0,12.5,0,8.333333333,25,0,0,0,0,4.166666667,0,0,0,4.166666667,8.333333333,0,16.66666667,0,0,12.5,0,0,0,0,0,0,4.166666667,0,0,41.66666667,58.33333334
Indian President Ramnath Kovind pouring gaumutra (cow urine) on globe to prevent coronavirus.,COVID Fake News Dataset,FALSE,13,13,6.230769231,30.76923077,0,23.07692308,0,0,0,0,0,53.84615385,7.692307692,0,7.692307692,0,0,0,15.38461538,15.38461538,0,0,15.38461538,0,0,0,0,0,0,0,0,0,0,7.692307692,0,0,0,0,0,0,7.692307692,0,0,15.38461538,84.61538461
President Donald Trump admitted the flu cases in the USA are actually infected with the coronavirus.,COVID Fake News Dataset,FALSE,16,14,5.3125,12.5,6.25,25,0,0,0,0,0,43.75,0,6.25,0,6.25,6.25,0,18.75,0,0,0,0,6.25,0,0,0,6.25,0,0,18.75,0,0,12.5,0,0,0,0,0,0,0,0,0,31.25,68.75
Posts that are circulating on Facebook say that people need to eat alkaline food in order to prevent a novel coronavirus infection.,COVID Fake News Dataset,FALSE,22,20,5,18.18181818,9.090909091,4.545454545,0,0,0,0,0,31.81818182,9.090909091,0,4.545454545,0,13.63636364,0,27.27272728,9.090909091,0,0,9.090909091,0,0,0,0,0,0,0,4.545454545,0,0,13.63636364,0,0,0,0,0,0,9.090909091,0,4.545454545,31.81818182,68.18181818
Prolonged use of face masks causes hypoxia.,COVID-19 MISINFO,FALSE,7,7,5.285714286,42.85714286,14.28571429,0,0,0,0,0,0,57.14285715,0,0,0,14.28571429,0,14.28571429,28.57142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,85.71428573
Northern Ireland Government has contingency plans for COVID-19 include turning Dundonald Ice Bowl into a morgue to store bodies temporarily.,COVID Fake News Dataset,FALSE,20,20,6.05,10,10,35,0,0,0,0,0,55,5,0,5,0,5,5,20,0,0,0,0,5,0,0,0,5,0,0,5,0,0,10,0,0,0,0,0,0,5,0,0,20,80
Vitamin C kills viruses.,COVID Fake News Dataset,FALSE,4,4,5.25,0,25,50,0,0,0,0,0,75,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
59 people die as pastor gives them dettol to drink in church to prevent coronavirus,COVID-19 MISINFO,FALSE,15,14,4.6,26.66666667,6.666666667,0,0,6.666666667,0,0,0,40,13.33333333,0,0,0,6.666666667,6.666666667,26.66666666,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,0,13.33333333,0,0,0,0,0,0,13.33333333,0,0,33.33333333,66.66666667
"Video shows bats found under the tiles of many roofs in Hubei, China. They were the source of the coronavirus.",COVID Fake News Dataset,FALSE,20,17,4.65,15,15,10,0,5,0,0,0,45,0,5,0,5,5,0,15,5,0,0,5,0,0,0,0,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,35,65
The Province of Buenos Aires established the mandatory use of face mask from April 13.,COVID Fake News Dataset,FALSE,15,14,4.8,20,0,26.66666667,0,0,0,0,0,46.66666667,0,6.666666667,0,0,0,0,6.666666667,6.666666667,0,0,6.666666667,0,0,0,0,0,0,6.666666667,13.33333333,0,0,20,0,0,0,0,0,0,0,0,0,40,60
"Pandemic-related shutdown orders are unconstitutional, and persons arrested for violating them can collect damages.",COVID-19 MISINFO,FALSE,14,14,7.428571429,0,21.42857143,0,0,7.142857143,0,0,0,28.57142857,7.142857143,0,7.142857143,7.142857143,7.142857143,0,28.57142857,21.42857143,0,0,21.42857143,0,0,0,0,0,7.142857143,0,0,0,0,7.142857143,0,7.142857143,0,0,0,0,0,0,0,21.42857143,78.57142858
The WHO advises against consuming bakery products.,COVID Fake News Dataset,FALSE,7,7,6.285714286,14.28571429,14.28571429,14.28571429,0,0,0,0,0,42.85714287,0,0,14.28571429,0,0,14.28571429,28.57142858,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,28.57142858,71.42857145
"A picture showing Copacabana beach, in Brazil, full of crosses which make it look like a graveyard.",COVID Fake News Dataset,FALSE,17,17,5,17.64705882,5.882352941,11.76470588,0,5.882352941,0,0,0,41.17647058,5.882352941,0,5.882352941,0,5.882352941,0,17.64705882,5.882352941,0,0,5.882352941,0,0,0,0,0,0,0,11.76470588,0,0,17.64705882,0,0,0,0,0,0,0,0,5.882352941,35.29411764,64.70588235
"In the United States, a scientist who was developing a vaccine for coronavirus was killed.",COVID Fake News Dataset,FALSE,15,13,5.2,20,0,6.666666667,6.666666667,0,0,6.666666667,0,40,0,13.33333333,6.666666667,6.666666667,0,0,26.66666666,0,0,0,0,0,0,0,0,0,0,0,20,0,0,13.33333333,0,0,0,0,0,0,0,0,0,33.33333333,66.66666667
Bhutan has zero COVID-19 cases thanks to its vegetarian diet.,COVID Fake News Dataset,FALSE,10,10,5.2,10,20,10,0,0,10,0,0,50,0,0,0,0,0,10,10,20,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,20,80
This is a current situation: Fake emails intended to access computers and steal credentials.,COVID-19 MISINFO,FALSE,14,14,5.642857143,14.28571429,21.42857143,7.142857143,0,0,0,0,0,42.85714286,0,7.142857143,0,0,0,7.142857143,14.28571429,14.28571429,0,0,14.28571429,0,0,0,0,0,7.142857143,0,14.28571429,0,0,0,0,0,0,0,0,0,7.142857143,0,0,28.57142858,71.42857144
Countries that use nivaquine (chloroquine) against malaria are not affected by coronavirus.,COVID Fake News Dataset,FALSE,12,12,6.666666667,16.66666667,16.66666667,0,0,0,0,0,0,33.33333334,0,0,0,8.333333333,16.66666667,0,25,8.333333333,0,0,8.333333333,8.333333333,0,0,0,8.333333333,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,8.333333333,25,75.00000001
Five helicopters will disinfect the Netherlands to extinguish the coronavirus. Citizens have to stay inside.,COVID Fake News Dataset,FALSE,15,13,6.266666667,6.666666667,13.33333333,6.666666667,0,0,0,0,0,26.66666666,20,0,0,0,6.666666667,0,26.66666667,0,0,0,0,6.666666667,0,0,0,6.666666667,0,6.666666667,13.33333333,0,0,0,0,6.666666667,0,0,0,0,13.33333333,0,0,39.99999999,60
"Germany, Austria and Switzerland markets chlorine dioxide.",COVID Fake News Dataset,FALSE,7,7,7.714285714,14.28571429,14.28571429,42.85714286,0,0,0,0,0,71.42857144,0,0,0,0,14.28571429,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,85.71428573
Forest bacteria can help against the spread of COVID-19.,COVID Fake News Dataset,FALSE,9,9,5.333333333,22.22222222,0,11.11111111,0,0,0,0,0,33.33333333,11.11111111,0,0,0,0,0,11.11111111,0,0,11.11111111,11.11111111,0,0,0,0,0,0,0,11.11111111,0,0,22.22222222,0,11.11111111,0,0,0,0,0,0,0,44.44444444,55.55555555
Someone without symptoms cannot spread the infection.,MythBusters,FALSE,7,7,6.714285714,28.57142857,14.28571429,0,0,0,0,0,0,42.85714286,14.28571429,0,0,0,0,0,14.28571429,0,0,0,0,14.28571429,0,0,0,14.28571429,0,0,14.28571429,0,0,14.28571429,0,14.28571429,0,0,0,0,0,0,0,42.85714287,71.42857144
Posts on social media claim the US Centers for Disease Control and Prevention (CDC) has revised down its death toll for COVID-19.,COVID Fake News Dataset,FALSE,22,21,4.909090909,9.090909091,9.090909091,27.27272727,4.545454545,0,4.545454545,0,0,54.54545454,0,0,0,4.545454545,4.545454545,4.545454545,13.63636364,4.545454545,0,0,4.545454545,0,0,0,0,0,4.545454545,0,4.545454545,0,0,13.63636364,0,0,0,0,4.545454545,0,0,0,0,27.27272728,72.72727272
Study suggests malaria drug can treat coronavirus.,COVID Fake News Dataset,FALSE,7,7,6.285714286,28.57142857,14.28571429,14.28571429,0,0,0,0,0,57.14285715,14.28571429,0,0,0,0,14.28571429,28.57142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,14.28571429,85.71428573
COVID-19 is not new and an old textbook gives out its treatment.,COVID Fake News Dataset,FALSE,12,12,4.416666667,16.66666667,0,8.333333333,0,0,8.333333333,0,0,33.33333334,0,0,0,0,0,16.66666667,16.66666667,16.66666667,0,0,16.66666667,8.333333333,0,0,0,8.333333333,8.333333333,0,8.333333333,0,0,0,0,0,0,0,8.333333333,0,0,0,0,25,75.00000001
Belarus defeated coronavirus without quarantine.,COVID Fake News Dataset,FALSE,5,5,8.8,40,0,20,0,0,0,0,0,60,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,80
Race-Based Fears of COVID-19 Vaccine,COVID-19 MISINFO,FALSE,5,5,6.4,0,20,40,0,0,0,0,0,60,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,80
Drinking alcohol helps against the new coronavirus,COVID Fake News Dataset,FALSE,7,7,6.285714286,28.57142857,0,0,0,0,0,0,0,28.57142857,0,0,14.28571429,0,0,14.28571429,28.57142858,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,28.57142858,71.42857144
"According to the Chinese CDC, tea can reduce the risk of contracting coronavirus.",COVID Fake News Dataset,FALSE,13,12,5.461538462,23.07692308,0,7.692307692,0,0,0,0,0,30.76923077,7.692307692,0,15.38461538,0,0,0,23.07692307,7.692307692,0,0,7.692307692,0,0,0,0,0,0,0,15.38461538,0,0,7.692307692,0,7.692307692,0,0,0,0,7.692307692,0,0,38.46153846,61.53846154
Russian president using lions to ensure people stayed indoors in Russia.,COVID Fake News Dataset,FALSE,11,11,5.636363636,9.090909091,27.27272727,9.090909091,0,0,0,0,0,45.45454545,9.090909091,0,9.090909091,0,0,0,18.18181818,18.18181818,0,0,18.18181818,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,0,9.090909091,0,0,18.18181818,81.81818181
Holding your breath without coughing will determine if you have COVID-19,COVID Fake News Dataset,FALSE,11,11,5.636363636,9.090909091,0,0,0,9.090909091,9.090909091,0,0,27.27272727,9.090909091,0,18.18181818,0,9.090909091,0,36.36363636,9.090909091,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,18.18181818,0,9.090909091,0,0,0,0,0,0,0,27.27272727,72.72727273
Bill Gates and Microsoft have patented a cryptocurrency from Satan (666) and a microchip tattooed to control humans. The microchip would be inserted with coronavirus vaccines.,COVID Fake News Dataset,FALSE,26,23,5.769230769,19.23076923,7.692307692,15.38461538,0,0,0,0,0,42.3076923,7.692307692,0,0,7.692307692,3.846153846,0,19.23076923,0,0,0,0,0,0,0,0,0,7.692307692,3.846153846,11.53846154,0,0,7.692307692,0,3.846153846,0,0,0,0,3.846153846,0,0,38.46153846,61.53846153
Police caught 7 Muslims who were spreading coronavirus in Delhi.,COVID Fake News Dataset,FALSE,10,10,5.5,10,10,20,0,0,0,10,0,50,0,20,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,20,80
"The vaccine from the artificial coronavirus will change the human genetic code, according to Rashid Buttar.",COVID Fake News Dataset,FALSE,16,15,5.875,18.75,0,12.5,0,0,0,0,0,31.25,6.25,0,6.25,0,0,0,12.5,18.75,0,0,18.75,0,0,0,0,0,0,0,18.75,0,0,6.25,0,6.25,0,0,0,0,6.25,0,0,37.5,62.5
"The exams to access university in Valencia region will be delayed to August 10, 11 and 12.",COVID Fake News Dataset,FALSE,17,16,4.470588235,23.52941176,0,11.76470588,0,0,0,0,0,35.29411764,5.882352941,0,0,5.882352941,0,0,11.76470588,0,0,0,0,0,0,0,0,0,5.882352941,17.64705882,5.882352941,0,0,5.882352941,0,5.882352941,0,0,0,0,11.76470588,0,0,52.94117646,47.05882352
Alkaline water cures the coronavirus.,COVID Fake News Dataset,FALSE,5,5,6.6,40,0,20,0,0,0,0,0,60,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,80
Paid actor pretending to be suffering from COVID-19,COVID Fake News Dataset,FALSE,8,8,5.5,12.5,0,25,0,0,0,0,0,37.5,12.5,0,25,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,25,75
You can catch coronavirus from eating Chinese food in the US,CoAID,FALSE,11,11,4.545454545,27.27272727,0,0,0,9.090909091,0,0,0,36.36363636,9.090909091,0,9.090909091,0,0,0,18.18181818,9.090909091,0,0,9.090909091,0,0,0,0,0,0,0,9.090909091,0,0,18.18181818,0,9.090909091,0,0,0,0,0,0,0,36.36363636,63.63636363
This is a picture of the old city in Hyderabad (India) today despite the lockdown.,COVID Fake News Dataset,FALSE,15,14,4.533333333,26.66666667,0,13.33333333,0,0,0,0,0,40,0,0,0,0,0,6.666666667,6.666666667,6.666666667,0,0,6.666666667,0,0,0,0,0,0,0,26.66666667,0,0,20,0,0,0,0,0,0,0,0,0,46.66666667,53.33333333
"A video shows healthcare workers celebrating in a hospital. The caption says it was filmed in Messejana Hospital, in Fortaleza, Brazil, after all COVID-19 patients were cured and a whole hospital wing was closed.",COVID Fake News Dataset,FALSE,34,30,5.323529412,14.70588235,5.882352941,11.76470588,0,2.941176471,0,0,0,35.29411764,0,8.823529412,2.941176471,8.823529412,0,5.882352941,26.47058824,8.823529412,0,0,8.823529412,0,0,0,0,0,2.941176471,0,14.70588235,0,0,11.76470588,0,0,0,0,0,0,0,0,0,29.4117647,70.58823529
A viral video identifies banknotes as the reason for the increase in coronavirus cases in Nigeria.,COVID Fake News Dataset,FALSE,16,14,5.1875,18.75,12.5,6.25,0,0,0,0,0,37.5,0,0,0,0,0,6.25,6.25,12.5,0,0,12.5,0,0,0,0,0,0,0,18.75,0,0,25,0,0,0,0,0,0,0,0,0,43.75,56.25
